question,relevant_document_ids,categories,authors,year
How does Lidar's temporal resolution impact the accuracy and speed of multi-entity detection?,20206,"cs.CV, cs.LG, eess.IV",Abhinav Sagar,2020
In what ways can reinforcement learning enhance machine learning engineering agents for complex tasks?,2020,"cs.LG, cs.AI","Sherry Yang, Joy He-Yueya, Percy Liang",2025
What are potential limitations when applying RL to ML engineering problems in dynamic environments?,2020,"cs.LG, cs.AI","Sherry Yang, Joy He-Yueya, Percy Liang",2025
How does knowledge distillation help adapt models trained on multi-modal data with missing modalities?,8558,cs.CV,"Shenghao Zhu, Yifei Chen, Weihong Chen, Shuo Jiang, Guanyu Zhou, Yuanhan Wang, Feiwei Qin, Changmiao Wang, Qiyuan Tian",2025
Can the No Modality Left Behind approach generalize across different medical imaging tasks beyond brain tumor segmentation?,8558,cs.CV,"Shenghao Zhu, Yifei Chen, Weihong Chen, Shuo Jiang, Guanyu Zhou, Yuanhan Wang, Feiwei Qin, Changmiao Wang, Qiyuan Tian",2025
What are feature-wise and sample-wise methods in adaptive transfer learning for regression analysis?,17879,"stat.ML, cs.LG, math.ST, stat.ME, stat.TH","Zelin He, Ying Sun, Jingyuan Liu, Runze Li",2024
How does AdaTrans handle high-dimensional data without compromising on model interpretability or performance?,17879,"stat.ML, cs.LG, math.ST, stat.ME, stat.TH","Zelin He, Ying Sun, Jingyuan Liu, Runze Li",2024
Which computer vision techniques prove most effective for identifying loading units at construction sites from video feeds?,8241,cs.CV,"Emre Gülsoylu, Alhassan Abdelhalim, Derya Kara Boztas, Ole Grasse, Carlos Jahn, Simone Frintrop, Janick Edinger",2025
Are there specific challenges in automating the identification of intermodal loaders using visual data alone?,8241,cs.CV,"Emre Gülsoylu, Alhassan Abdelhalim, Derya Kara Boztas, Ole Grasse, Carlos Jahn, Simone Frintrop, Janick Edinger",2025
How does three-dimensional segmentation enhance analysis and understanding of complex construction site scenes?,3811,"cs.CV, cs.LG","Sri Ramana Saketh Vasanthawada, Pengkun Liu, Pingbo Tang",2025
What are common obstacles when applying advanced 3D segmentation techniques to real-world construction sites?,3811,"cs.CV, cs.LG","Sri Ramana Saketh Vasanthawada, Pengkun Liu, Pingbo Tang",2025
In what ways can hyperbolic geometry improve anomaly detection in point cloud video data with the HyPCV-Former model?,5744,cs.CV,"Jiaping Cao, Kangkang Zhou, Juan Du",2025
How does temporal coherence affect spatio-temporal transformers' ability to detect anomalies over time?,5744,cs.CV,"Jiaping Cao, Kangkang Zhou, Juan Du",2025
What are key considerations for creating personalized GAN-based avatars of human heads using the GAN-Avatar approach?,6860,cs.CV,"Berna Kabadayi, Wojciech Zielonka, Bharat Lal Bhatnagar, Gerard Pons-Moll, Justus Thies",2023
How does controllability in generating realistic head avatars impact user experience and application scope within virtual environments?,6860,cs.CV,"Berna Kabadayi, Wojciech Zielonka, Bharat Lal Bhatnagar, Gerard Pons-Moll, Justus Thies",2023
How can GPT identify cognitive impairment stages using electronic health data?,315,"cs.LG, cs.AI, cs.CL","Yu Leng, Yingnan He, Colin Magdamo, Ana-Maria Vranceanu, Christine S. Ritchie, Shibani S. Mukerji, Lidia M. V. R. Moura, John R. Dickson, Deborah Blacker, Sudeshna Das",2025
What challenges does the identification of cognitive decline present in EHRs?,315,"cs.LG, cs.AI, cs.CL","Yu Leng, Yingnan He, Colin Magdamo, Ana-Maria Vranceanu, Christine S. Ritchie, Shibani S. Mukerji, Lidia M. V. R. Moura, John R. Dickson, Deborah Blacker, Sudeshna Das",2025
Can HDR imaging improve object detection for autonomous vehicles on-road?,20106,"cs.CV, eess.IV","Kebin Contreras, Brayan Monroy, Jorge Bacca",2025
How robust is modulo imaging against varying light conditions during driving?,20106,"cs.CV, eess.IV","Kebin Contreras, Brayan Monroy, Jorge Bacca",2025
What role does transfer learning play in estimating individual treatment effects?,17914,"cs.LG, stat.ME, stat.ML","Ahmed Aloui, Juncheng Dong, Cat P. Le, Vahid Tarokh",2022
How can patient heterogeneity be accounted for using transfer learning methods?,17914,"cs.LG, stat.ME, stat.ML","Ahmed Aloui, Juncheng Dong, Cat P. Le, Vahid Tarokh",2022
Does reducing oscillation improve MXFP4 training efficiency for vision transformers?,520,"cs.LG, cs.AI, cs.CV","Yuxiang Chen, Haocheng Xi, Jun Zhu, Jianfei Chen",2025
What are the benefits of Oscillation-Reduced MXFP4 in Vision Transformers' performance?,520,"cs.LG, cs.AI, cs.CV","Yuxiang Chen, Haocheng Xi, Jun Zhu, Jianfei Chen",2025
How does proprioceptive sensing enhance human/object detection on robotic arms?,13857,"cs.RO, cs.AI","Justin Hehli, Marco Heiniger, Maryam Rezayati, Hans Wernher van de Venn",2025
Can this method improve precision for manipulating objects with varying shapes and sizes?,13857,"cs.RO, cs.AI","Justin Hehli, Marco Heiniger, Maryam Rezayati, Hans Wernher van de Venn",2025
What impacts do adjusted offset noise have in generalized diffusion models?,18488,"stat.ML, cs.LG",Takuro Kutsuna,2024
How does the model maintain stability when introducing such offsets to data generation?,18488,"stat.ML, cs.LG",Takuro Kutsuna,2024
Can latent diffusion models be effectively repurposed for multi-task learning on synthetic datasets?,5343,"cs.CV, cs.AI, cs.LG","Anh-Quan Cao, Ivan Lopes, Raoul de Charette",2025
What are the advantages of using partially annotated synthetic data in training MTL systems?,5343,"cs.CV, cs.AI, cs.LG","Anh-Quan Cao, Ivan Lopes, Raoul de Charette",2025
How do silicon photonics and Fourier optics contribute to optical CNNs' performance?,19854,eess.IV,"Edward Cottle, Florent Michel, Joseph Wilson, Nick New, Iman Kundu",2020
In what ways can these technologies enhance computer vision tasks compared to traditional methods?,19854,eess.IV,"Edward Cottle, Florent Michel, Joseph Wilson, Nick New, Iman Kundu",2020
Are DDPM and MSE equally effective for scalable speech synthesis in ASR systems?,14586,"eess.AS, cs.AI, cs.CL","Christoph Minixhofer, Ondrej Klejch, Peter Bell",2024
What are the pros and cons of using each method within automatic speech recognition frameworks?,14586,"eess.AS, cs.AI, cs.CL","Christoph Minixhofer, Ondrej Klejch, Peter Bell",2024
How does behavior alignment affect conversational recommender system evaluations with LLMs?,14910,"cs.IR, cs.AI","Dayu Yang, Fumian Chen, Hui Fang",2024
Can aligning user behaviors improve personalized recommendations in multi-task learning scenarios?,14910,"cs.IR, cs.AI","Dayu Yang, Fumian Chen, Hui Fang",2024
How does the Situation Monitor detect out-of0.5 of distribution using budding ensembles?,14034,"cs.CV, cs.AI","Qutub Syed, Michael Paulitsch, Korbinian Hagn, Neslihan Kose Cihangir, Kay-Ulrich Scholl, Fabian Oboril, Gereon Hinz, Alois Knoll",2024
What role do diversity and zero-shot learning play in object detection with this architecture?,14034,"cs.CV, cs.AI","Qutub Syed, Michael Paulitsch, Korbinian Hagn, Neslihan Kose Cihangir, Kay-Ulrich Scholl, Fabian Oboril, Gereon Hinz, Alois Knoll",2024
Can Hamilton-Jacobi reachability ensure safety for autonomous systems under uncertainty?,4637,"cs.RO, cs.LG, cs.SY, eess.SY","Sylvia Herbert, Jason J. Choi, Suvansh Sanjeev, Marsalis Gibson, Koushil Sreenath, Claire J. Tomlin",2021
How scalable is the method to guarantee these safety guarantees across different scenarios?,4637,"cs.RO, cs.LG, cs.SY, eess.SY","Sylvia Herbert, Jason J. Choi, Suvansh Sanjeev, Marsalis Gibson, Koushil Sreenath, Claire J. Tomlin",2021
What challenges are faced in water body segmentation using transfer learning methods?,2450,"cs.CV, cs.LG","Haonan Chen, Xin Tong",2025
How does this case study of Zhada Tulin area inform future remote sensing imagery analysis?,2450,"cs.CV, cs.LG","Haonan Chen, Xin Tong",2025
How do self-organizing maps improve few-shot unsupervised learning on GPUs?,7148,"cs.NE, cs.CV","Lyes Khacef, Vincent Gripon, Benoit Miramond",2020
What benefits are observed from using a dynamic graph in the context of event-based object detection?,7148,"cs.NE, cs.CV","Lyes Khacef, Vincent Gripon, Benoit Miramond",2020
In what ways does contour-aware heat conduction enhance event-based object detection accuracy?,13866,"cs.CV, cs.AI, cs.LG","Xiao Wang, Yu Jin, Lan Chen, Bo Jiang, Lin Zhu, Yonghong Tian, Jin Tang, Bin Luo",2025
How do GPUs facilitate real-time processing for this network approach to detecting events in imagery?,13866,"cs.CV, cs.AI, cs.LG","Xiao Wang, Yu Jin, Lan Chen, Bo Jiang, Lin Zhu, Yonghong Tian, Jin Tang, Bin Luo",2025
What techniques are employed by ORIGEN to ground orientation textually within images generated from prompts?,5127,"cs.CV, cs.LG","Yunhong Min, Daehyeon Choi, Kyeongmin Yeo, Jihyun Lee, Minhyuk Sung",2025
How does zero-shot learning contribute to the accuracy of object detection and image generation with this method?,5127,"cs.CV, cs.LG","Yunhong Min, Daehyeon Choi, Kyeongmin Yeo, Jihyun Lee, Minhyuk Sung",2025
Which transfer learning strategies improve defect detection in laser powder bed fusion additive manufacturing processes?,7413,"cs.CV, physics.comp-ph","Mohsen Asghari Ilani, Yaser Mike Banad",2025
"What are some common backdoors found in diffusion models, as addressed by Elijah's approach to eliminate them?",7413,"cs.CV, physics.comp-ph","Mohsen Asghari Ilani, Yaser Mike Banad",2025
How does the distribution shift impact the performance of Diffusion Models when injected with backdoors?,16153,"cs.CR, cs.AI, cs.LG","Shengwei An, Sheng-Yen Chou, Kaiyuan Zhang, Qiuling Xu, Guanhong Tao, Guangyu Shen, Siyuan Cheng, Shiqing Ma, Pin-Yu Chen, Tsung-Yi Ho, Xiangyu Zhang",2023
In what ways can Distribution Shift be mitigated in text-to-image generation models like Elijah to prevent vulnerabilities?,16153,"cs.CR, cs.AI, cs.LG","Shengwei An, Sheng-Yen Chou, Kaiyuan Zhang, Qiuling Xu, Guanhong Tao, Guangyu Shen, Siyuan Cheng, Shiqing Ma, Pin-Yu Chen, Tsung-Yi Ho, Xiangyu Zhang",2023
How does long short-term planning contribute to the effectiveness of conversational recommendation systems?,12256,cs.CL,"Xian Li, Hongguang Shi, Yunfei Wang, Yeqin Zhang, Xubin Li, Cam-Tu Nguyen",2023
What role do natural language processing techniques play in understanding user preferences for recommendations over time?,12256,cs.CL,"Xian Li, Hongguang Shi, Yunfei Wang, Yeqin Zhang, Xubin Li, Cam-Tu Nguyen",2023
"In what ways can block diffusion processes be refined using process guidance, as proposed by Review, Remask, Refine (R3)?",4861,"cs.CL, cs.LG","Nikita Mounier, Parsa Idehpour",2025
How does the R3 framework improve text generation quality in comparison to traditional methods without this approach?,4861,"cs.CL, cs.LG","Nikita Mounier, Parsa Idehpour",2025
How does the hybrid CNN framework improve paddy leaf disease detection?,13025,"cs.CV, cs.AI, cs.LG, F.2.2; I.2.7","Pandiyaraju V, Shravan Venkatraman, Abeshek A, Pavan Kumar S, Aravintakshan S A, Senthil Kumar A M, Kannan A",2024
What role do channel attention mechanisms play in this methodology?,13025,"cs.CV, cs.AI, cs.LG, F.2.2; I.2.7","Pandiyaraju V, Shravan Venkatraman, Abeshek A, Pavan Kumar S, Aravintakshan S A, Senthil Kumar A M, Kannan A",2024
Can PIP-Loco effectively plan locomotion for quadrupedal robots using proprioceptive feedback?,4575,"cs.RO, cs.LG","Aditya Shirwatkar, Naman Saxena, Kishore Chandra, Shishir Kolathaya",2024
How does the framework handle infinite horizon planning challenges?,4575,"cs.RO, cs.LG","Aditya Shirwatkar, Naman Saxena, Kishore Chandra, Shishir Kolathaya",2024
What are the key bottlenecks in RNNs affecting their performance on transformer models during in-context retrieval tasks?,1122,"cs.LG, cs.CL, stat.ML","Kaiyue Wen, Xingyu Dang, Kaifeng Lyu",2024
Could these limitations be mitigated by integrating certain aspects of Transformer architectures into RNN designs?,1122,"cs.LG, cs.CL, stat.ML","Kaiyue Wen, Xingyu Dang, Kaifeng Lyu",2024
How does the CQ CNN framework utilize classical quantum convolutional neural networks for Alzheimer's disease detection in MRI scans?,1056,"quant-ph, cs.AI, cs.CV, cs.LG","Mominul Islam, Mohammad Junayed Hasan, M. R. C. Mahdy",2025
What advantages do diffusion-generated and U Net segmented features provide to this hybrid approach?,1056,"quant-ph, cs.AI, cs.CV, cs.LG","Mominul Islam, Mohammad Junayed Hasan, M. R. C. Mahdy",2025
How does InterFormer enhance automatic speech recognition by fusing local and global image features interactively?,14530,"cs.CL, cs.AI, cs.SD, eess.AS","Zhi-Hao Lai, Tian-Hao Zhang, Qi Liu, Xinyuan Qian, Li-Fang Wei, Song-Lu Chen, Feng Chen, Xu-Cheng Yin",2023
In what ways can the fusion of these two types of features improve ASR accuracy in noisy environments?,14530,"cs.CL, cs.AI, cs.SD, eess.AS","Zhi-Hao Lai, Tian-Hao Zhang, Qi Liu, Xinyuan Qian, Li-Fang Wei, Song-Lu Chen, Feng Chen, Xu-Cheng Yin",2023
What makes a fast Hough Transform with linear-log-cubed complexity suitable for arbitrary shaped image detection tasks?,5633,cs.CV,"Danil Kazimirov, Dmitry Nikolaev",2025
How does this computational approach balance speed and accuracy compared to traditional methods?,5633,cs.CV,"Danil Kazimirov, Dmitry Nikolaev",2025
In what ways can visual foundation models be integrated into robotic manipulation systems using a layered approach?,21157,cs.RO,"Chen Yang, Peng Zhou, Jiaming Qi",2023
What benefits do these integrations bring in terms of motion planning for robots with complex tasks?,21157,cs.RO,"Chen Yang, Peng Zhou, Jiaming Qi",2023
How does Viewpoint Textual Inversion contribute to understanding scene representations and controlling viewpoints within diffusion models?,16214,"cs.CV, cs.AI, cs.LG","James Burgess, Kuan-Chieh Wang, Serena Yeung-Levy",2023
Can this approach be generalized across different types of visual data beyond text-based inputs?,16214,"cs.CV, cs.AI, cs.LG","James Burgess, Kuan-Chieh Wang, Serena Yeung-Levy",2023
What techniques are employed in robust medical VQA systems for ensuring joint consistency with contrastive learning methods?,10355,cs.CL,"Songtao Jiang, Yuxi Chen, Sibo Song, Yan Zhang, Yeying Jin, Yang Feng, Jian Wu, Zuozhu Liu",2025
How does the system differentiate between reliable and unreliable information when answering questions about medical images?,10355,cs.CL,"Songtao Jiang, Yuxi Chen, Sibo Song, Yan Zhang, Yeying Jin, Yang Feng, Jian Wu, Zuozhu Liu",2025
"Why is road segmentation on low-resolution Lidar point clouds crucial for autonomous vehicle navigation, especially in urban environments?",18138,"cs.CV, stat.ML","Leonardo Gigli, B Ravi Kiran, Thomas Paul, Andres Serna, Nagarjuna Vemuri, Beatriz Marcotegui, Santiago Velasco-Forero",2020
How does the proposed method ensure accurate and efficient processing of sparse data from such sensors?,18138,"cs.CV, stat.ML","Leonardo Gigli, B Ravi Kiran, Thomas Paul, Andres Serna, Nagarjuna Vemuri, Beatriz Marcotegui, Santiago Velasco-Forero",2020
How can latent diffusion models improve MRI brain segmentation?,15703,"cs.CV, cs.AI","Tim Ruschke, Jonathan Frederik Carlsen, Adam Espe Hansen, Ulrich Lindberg, Amalie Monberg Hindsholm, Martin Norgaard, Claes Nøhr Ladefoged",2024
What role do labeled data play in enhancing ventricle detection accuracy?,15703,"cs.CV, cs.AI","Tim Ruschke, Jonathan Frederik Carlsen, Adam Espe Hansen, Ulrich Lindberg, Amalie Monberg Hindsholm, Martin Norgaard, Claes Nøhr Ladefoged",2024
Does continual learning significantly increase energy consumption for vision foundation models?,3128,cs.LG,"Tomaso Trinci, Simone Magistri, Roberto Verdecchia, Andrew D. Bagdanov",2024
Can green computing principles be applied to reduce the environmental impact of training neural networks?,3128,cs.LG,"Tomaso Trinci, Simone Magistri, Roberto Verdecchia, Andrew D. Bagdanov",2024
How does minimal decoding affect JPEG image quality and transmission efficiency?,19059,"cs.CV, eess.IV","Jeongsoo Park, Justin Johnson",2022
What are the trade-offs between compression ratio and visual fidelity in this context?,19059,"cs.CV, eess.IV","Jeongsoo Park, Justin Johnson",2022
